0.0000000;0.0000000;0.0005331;4.0225017;297.8714090;75.0435028;255.0783080;279.5571900
1.0000000;0.0000000;0.0005420;4.0105183;296.1395540;74.9733353;255.0783080;279.4093320
2.0000000;0.0000000;0.0005456;4.0077558;293.5361390;74.8330002;255.0067600;279.3426510
3.0000000;0.0000000;0.0005883;4.0239504;291.9729820;74.7628403;255.0067600;279.1996150
4.0000000;0.0000000;0.0006040;4.0149471;292.4775180;74.7628403;255.0783080;279.1996150
5.0000000;0.0000000;0.0005924;4.0329778;293.9074430;74.6926727;255.0067600;279.1996150
6.0000000;0.0000000;0.0006106;4.0307747;291.6074190;74.6926727;255.0067600;279.1280820
7.0000000;0.0000000;0.0005771;4.0310748;292.5158070;74.6926727;255.0783080;279.0565800
8.0000000;0.0000000;0.0005747;4.0362032;290.9044500;74.6926727;255.0067600;278.9850460
9.0000000;0.0000000;0.0005475;4.0246319;292.0991160;74.7479324;255.0067600;278.9850460
10.0000000;0.0000000;0.0005615;4.0225948;296.1225500;74.8330002;255.0067600;278.9816890
11.0000000;0.0000000;0.0005282;4.0210709;296.6866500;74.9031677;254.9352260;278.9135440
12.0000000;0.0000000;0.0005460;4.0286996;291.4869160;74.8330002;254.9352260;278.7705080
13.0000000;0.0000000;0.0005216;4.0105133;290.7180430;74.7628403;254.9352260;278.7705080
14.0000000;0.0000000;0.0005601;4.0188489;292.2620770;74.6926727;255.0067600;278.7705080
15.0000000;0.0000000;0.0005292;4.0125847;294.7563640;74.7628403;255.0067600;278.8420410
16.0000000;0.0000000;0.0005173;4.0247264;295.2807230;74.7628403;255.0067600;278.7705080
17.0000000;0.0000000;0.0005304;4.0114006;293.2782390;74.8330002;255.0067600;278.6274720
18.0000000;0.0000000;0.0005164;4.0118918;289.1073910;74.7628403;255.0067600;278.5559390
19.0000000;0.0000000;0.0005469;4.0265666;293.3675460;74.6225128;255.0067600;278.6274720
20.0000000;0.0000000;0.0005501;4.0336037;296.3124270;74.4821777;254.9352260;278.6274720
21.0000000;0.0000000;0.0005865;4.0301456;291.8114820;74.4821777;254.9352260;278.4129330
22.0000000;0.0000000;0.0005621;4.0301931;292.7573490;74.4821777;255.0067600;278.4129330
23.0000000;0.0000000;0.0005550;4.0531923;290.7301160;74.6225128;254.8636780;278.1983640
24.0000000;0.0000000;0.0005740;4.0296923;289.2137030;74.6225128;254.9352260;278.2698970
25.0000000;0.0000000;0.0005808;4.0305209;292.3775950;74.6926727;254.9352260;278.3414000
26.0000000;0.0000000;0.0005745;4.0326747;294.9632500;74.6926727;254.9356080;278.3414000
27.0000000;0.0000000;0.0005940;4.0343437;294.3099430;74.6225128;254.9368590;278.1983640
28.0000000;0.0000000;0.0005715;4.0154273;296.2075770;74.5523453;254.8640590;278.2698970
29.0000000;0.0000000;0.0005467;4.0230780;293.2371320;74.4821777;254.8640590;278.1268310
30.0000000;0.0000000;3.5090406;4.0301512;294.4984640;74.4120102;254.8835910;278.0553280
31.0000000;0.0000000;3.6916991;4.0327464;292.3350310;74.3418427;254.8640590;278.0553280
32.0000000;0.0000000;3.7681715;4.0187249;293.2576060;74.2015152;254.8640590;278.1268310
33.0000000;0.0000000;3.7992629;4.0243230;292.5461920;74.1313477;255.0071410;278.1268310
34.0000000;0.0000000;3.7876209;4.0094789;294.7825790;74.0611801;254.9363400;278.1983640
35.0000000;0.0000000;3.8319987;4.0011988;292.3060020;74.0611801;254.8640590;277.9837950
36.0000000;0.0000000;3.8293004;4.0250631;291.3125820;74.1313477;254.8640590;278.1268310
37.0000000;0.0000000;3.8499614;4.0293408;290.2822340;74.0611801;254.7924960;278.1268310
38.0000000;0.0000000;3.8680604;4.0343702;292.7907110;74.0611801;254.8830720;278.2698970
39.0000000;0.0000000;3.8805918;4.0277523;295.3026540;74.0611801;254.8647770;278.3414000
40.0000000;0.0000000;3.8949311;4.0249814;296.1770330;74.1313477;254.8679050;278.3414000
41.0000000;0.0000000;3.8964508;4.0386046;294.6414500;74.1313477;254.8750310;278.3414000
42.0000000;0.0000000;3.9185457;4.0236608;293.8550730;74.2015152;254.8641970;278.3414000
43.0000000;0.0000000;3.9327533;4.0272465;289.7976300;74.2716827;254.7991490;278.2698970
44.0000000;0.0000000;3.9368354;4.0134468;290.4989880;74.2015152;254.8777770;278.3414000
45.0000000;0.0000000;3.9510062;4.0174667;295.9645150;74.1313477;254.8080750;278.5559390
46.0000000;0.0000000;3.9441942;4.0015613;296.7340450;74.1313477;254.7992860;278.4844360
47.0000000;0.0000000;3.9367936;4.0275408;293.2689790;74.2015152;254.8080440;278.4129330
48.0000000;0.0000000;3.9435557;4.0287877;287.9822100;74.2015152;254.7516940;278.2698970
49.0000000;0.0000000;3.9684980;4.0274116;291.5194680;74.2716827;254.7536620;278.5559390
50.0000000;0.0000000;3.9673098;4.0423918;295.9042910;74.2716827;254.7421110;278.6274720
51.0000000;0.0000000;3.9709048;4.0192798;295.5053650;74.2716827;254.6823580;278.5559390
52.0000000;0.0000000;3.9806173;4.0319353;296.6257250;74.2015152;254.7560420;278.6274720
53.0000000;0.0000000;3.9757512;4.0157341;293.4837640;74.0611801;254.6845860;278.5559390
54.0000000;0.0000000;3.9859909;4.0116964;290.0101480;73.9910126;254.7543950;278.6274720
55.0000000;0.0000000;3.9836790;4.0029528;289.3433060;74.0611801;254.7561340;278.6274720
56.0000000;0.0000000;3.9722266;4.0329463;294.3063190;73.9910126;254.7561340;278.9135440
57.0000000;0.0000000;3.9819995;4.0426957;298.4247920;74.0611801;254.6802520;279.0565800
58.0000000;0.0000000;3.9820235;4.0194283;294.1144300;74.0611801;254.6842800;278.8420410
59.0000000;0.0000000;3.9858462;4.0329967;290.3652550;74.0611801;254.5414890;278.8420410
60.0000000;0.0000000;3.9913926;4.0325083;291.0447710;73.9910126;254.4696040;279.0565800
61.0000000;0.0000000;3.9860257;4.0160685;297.3668730;73.9910126;254.4699550;279.3426510
62.0000000;0.0000000;3.9935992;4.0182447;298.7053290;73.9910126;254.4699550;279.4856870
63.0000000;0.0000000;3.9861275;4.0267279;298.8342810;74.0611801;254.3984070;279.4856870
64.0000000;0.0000000;3.9920771;4.0106610;295.7150650;74.0611801;253.9691470;279.6287230
65.0000000;0.0000000;3.9918189;4.0229471;287.0000570;74.0611801;254.1122280;279.5571900
66.0000000;0.0000000;3.9908132;4.0133484;293.1109980;74.1313477;254.1122280;280.0578310
67.0000000;0.0000000;3.9815737;4.0215335;293.1032000;74.1313477;253.9691470;280.2008670
68.0000000;0.0000000;3.9905072;4.0110783;300.6250570;74.0611801;253.9691470;280.7730100
69.0000000;0.0000000;3.9956574;4.0231383;301.0671980;74.0611801;253.7545010;280.8449100
